uri	rel	start	end	start_en	end_en	label
/a/[/r/RelatedTo/,/c/en/wool/,/c/en/sheep/]	/r/RelatedTo	/c/ja/ウール	/c/ja/羊	/c/en/sheep	/c/en/wool	1
/a/[/r/RelatedTo/,/c/en/wool/,/c/en/sheep/]	/r/RelatedTo	/c/ja/ウール	/c/ja/シープ	/c/en/sheep	/c/en/wool	4
/a/[/r/RelatedTo/,/c/en/wool/,/c/en/sheep/]	/r/RelatedTo	/c/ja/ウール	/c/ja/綿羊	/c/en/sheep	/c/en/wool	1
/a/[/r/RelatedTo/,/c/en/wool/,/c/en/sheep/]	/r/RelatedTo	/c/ja/ウール	/c/ja/緬羊	/c/en/sheep	/c/en/wool	3
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/バースデイ	/c/ja/甘み	/c/en/birthday	/c/en/cake	4
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/バースデイ	/c/ja/甘味	/c/en/birthday	/c/en/cake	3
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/バースデー	/c/ja/甘味	/c/en/birthday	/c/en/cake	2
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/甘み	/c/ja/生日	/c/en/birthday	/c/en/cake	5
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/甘み	/c/ja/誕生日	/c/en/birthday	/c/en/cake	4
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/甘み	/c/ja/誕辰	/c/en/birthday	/c/en/cake	3
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/甘味	/c/ja/生日	/c/en/birthday	/c/en/cake	4
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/甘味	/c/ja/誕辰	/c/en/birthday	/c/en/cake	4
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/バースデー	/c/ja/甘み	/c/en/birthday	/c/en/cake	3
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/バースディ	/c/ja/甘味	/c/en/birthday	/c/en/cake	3
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/バースディ	/c/ja/甘み	/c/en/birthday	/c/en/cake	3
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/ケーキ	/c/ja/誕辰	/c/en/birthday	/c/en/cake	4
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/あま味	/c/ja/バースディ	/c/en/birthday	/c/en/cake	3
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/あま味	/c/ja/バースデイ	/c/en/birthday	/c/en/cake	2
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/あま味	/c/ja/バースデー	/c/en/birthday	/c/en/cake	3
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/あま味	/c/ja/生日	/c/en/birthday	/c/en/cake	4
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/あま味	/c/ja/誕生日	/c/en/birthday	/c/en/cake	4
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/あま味	/c/ja/誕辰	/c/en/birthday	/c/en/cake	4
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/ケーキ	/c/ja/バースディ	/c/en/birthday	/c/en/cake	1
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/ケーキ	/c/ja/バースデー	/c/en/birthday	/c/en/cake	2
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/ケーキ	/c/ja/生日	/c/en/birthday	/c/en/cake	3
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/ケーキ	/c/ja/誕生日	/c/en/birthday	/c/en/cake	2
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/ケーキ	/c/ja/バースデイ	/c/en/birthday	/c/en/cake	2
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/ドルチェ	/c/ja/誕辰	/c/en/birthday	/c/en/cake	5
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/ドルチェ	/c/ja/バースディ	/c/en/birthday	/c/en/cake	3
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/ドルチェ	/c/ja/誕生日	/c/en/birthday	/c/en/cake	4
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/ドルチェ	/c/ja/生日	/c/en/birthday	/c/en/cake	3
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/ドルチェ	/c/ja/バースデー	/c/en/birthday	/c/en/cake	2
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/ドルチェ	/c/ja/バースデイ	/c/en/birthday	/c/en/cake	4
/a/[/r/RelatedTo/,/c/en/cake/,/c/en/birthday/]	/r/RelatedTo	/c/ja/甘味	/c/ja/誕生日	/c/en/birthday	/c/en/cake	4
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/枕席	/c/ja/開枕	/c/en/bed	/c/en/sleeping	3
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/御睡	/c/ja/枕席	/c/en/bed	/c/en/sleeping	4
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/層	/c/ja/御眠	/c/en/bed	/c/en/sleeping	5
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/寝床	/c/ja/開枕	/c/en/bed	/c/en/sleeping	3
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/寝床	/c/ja/御睡	/c/en/bed	/c/en/sleeping	2
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/寝床	/c/ja/御眠	/c/en/bed	/c/en/sleeping	1
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/枕藉	/c/ja/開枕	/c/en/bed	/c/en/sleeping	4
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/寝台	/c/ja/開枕	/c/en/bed	/c/en/sleeping	3
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/寝台	/c/ja/御睡	/c/en/bed	/c/en/sleeping	2
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/寝台	/c/ja/御眠	/c/en/bed	/c/en/sleeping	2
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/地盤	/c/ja/開枕	/c/en/bed	/c/en/sleeping	5
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/地盤	/c/ja/御睡	/c/en/bed	/c/en/sleeping	3
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/地盤	/c/ja/御眠	/c/en/bed	/c/en/sleeping	3
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/地層	/c/ja/開枕	/c/en/bed	/c/en/sleeping	5
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/地層	/c/ja/御睡	/c/en/bed	/c/en/sleeping	5
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/御眠	/c/ja/臥所	/c/en/bed	/c/en/sleeping	2
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/御睡	/c/ja/枕籍	/c/en/bed	/c/en/sleeping	3
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/御眠	/c/ja/牀榻	/c/en/bed	/c/en/sleeping	4
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/地層	/c/ja/御眠	/c/en/bed	/c/en/sleeping	5
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/御睡	/c/ja/枕藉	/c/en/bed	/c/en/sleeping	3
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/御眠	/c/ja/枕籍	/c/en/bed	/c/en/sleeping	3
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/御眠	/c/ja/枕席	/c/en/bed	/c/en/sleeping	2
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/床	/c/ja/御眠	/c/en/bed	/c/en/sleeping	3
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/床	/c/ja/御睡	/c/en/bed	/c/en/sleeping	2
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/床	/c/ja/開枕	/c/en/bed	/c/en/sleeping	3
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/床榻	/c/ja/御眠	/c/en/bed	/c/en/sleeping	2
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/床榻	/c/ja/開枕	/c/en/bed	/c/en/sleeping	5
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/臥所	/c/ja/開枕	/c/en/bed	/c/en/sleeping	3
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/枕籍	/c/ja/開枕	/c/en/bed	/c/en/sleeping	3
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/床榻	/c/ja/御睡	/c/en/bed	/c/en/sleeping	2
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/御睡	/c/ja/牀榻	/c/en/bed	/c/en/sleeping	5
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/御睡	/c/ja/臥所	/c/en/bed	/c/en/sleeping	4
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/御眠	/c/ja/枕藉	/c/en/bed	/c/en/sleeping	3
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/層	/c/ja/御睡	/c/en/bed	/c/en/sleeping	5
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/バナナ_等価線量	/c/ja/開枕	/c/en/bed	/c/en/sleeping	5
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/バナナ_等価線量	/c/ja/御睡	/c/en/bed	/c/en/sleeping	5
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/バナナ_等価線量	/c/ja/御眠	/c/en/bed	/c/en/sleeping	5
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/ベッド	/c/ja/御眠	/c/en/bed	/c/en/sleeping	2
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/ベッド	/c/ja/御睡	/c/en/bed	/c/en/sleeping	2
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/牀榻	/c/ja/開枕	/c/en/bed	/c/en/sleeping	5
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/ベッド	/c/ja/開枕	/c/en/bed	/c/en/sleeping	3
/a/[/r/RelatedTo/,/c/en/bed/,/c/en/sleeping/]	/r/RelatedTo	/c/ja/層	/c/ja/開枕	/c/en/bed	/c/en/sleeping	3
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/ゴールド	/c/ja/鉄	/c/en/gold	/c/en/metal	5
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/ゴールド	/c/ja/銀	/c/en/gold	/c/en/metal	5
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/ゴールド	/c/ja/銅	/c/en/gold	/c/en/metal	5
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/金	/c/ja/銅	/c/en/gold	/c/en/metal	5
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/ゴールド	/c/ja/金	/c/en/gold	/c/en/metal	1
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/ゴールド	/c/ja/メタル	/c/en/gold	/c/en/metal	2
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/黄金	/c/ja/メタル	/c/en/gold	/c/en/metal	3
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/黄金	/c/ja/金	/c/en/gold	/c/en/metal	2
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/黄金	/c/ja/金属	/c/en/gold	/c/en/metal	1
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/黄金	/c/ja/鉄	/c/en/gold	/c/en/metal	5
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/黄金	/c/ja/銀	/c/en/gold	/c/en/metal	5
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/ゴールド	/c/ja/金属	/c/en/gold	/c/en/metal	1
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/黄金	/c/ja/銅	/c/en/gold	/c/en/metal	5
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/金	/c/ja/銀	/c/en/gold	/c/en/metal	5
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/金	/c/ja/金属	/c/en/gold	/c/en/metal	1
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/金	/c/ja/メタル	/c/en/gold	/c/en/metal	4
/a/[/r/IsA/,/c/en/gold/,/c/en/metal/]	/r/IsA	/c/ja/金	/c/ja/鉄	/c/en/gold	/c/en/metal	4
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関誌	/c/ja/瞳	/c/en/eye	/c/en/organ	4
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関	/c/ja/隻眼	/c/en/eye	/c/en/organ	4
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関	/c/ja/瞳	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関	/c/ja/眼	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/目	/c/ja/風琴	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関	/c/ja/眸子	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/お目	/c/ja/機関	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/お目	/c/ja/機関紙	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/お目	/c/ja/機関誌	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/お目	/c/ja/風琴	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関誌	/c/ja/隻眼	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関	/c/ja/目	/c/en/eye	/c/en/organ	4
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関誌	/c/ja/眼	/c/en/eye	/c/en/organ	3
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関誌	/c/ja/眸子	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関誌	/c/ja/目	/c/en/eye	/c/en/organ	4
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関紙	/c/ja/隻眼	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関紙	/c/ja/瞳	/c/en/eye	/c/en/organ	4
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関紙	/c/ja/眼	/c/en/eye	/c/en/organ	4
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/眸子	/c/ja/風琴	/c/en/eye	/c/en/organ	4
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/眼	/c/ja/風琴	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/瞳	/c/ja/風琴	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関紙	/c/ja/目	/c/en/eye	/c/en/organ	4
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/機関紙	/c/ja/眸子	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/お目	/c/ja/器官	/c/en/eye	/c/en/organ	2
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/器官	/c/ja/隻眼	/c/en/eye	/c/en/organ	3
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/アイ	/c/ja/器官	/c/en/eye	/c/en/organ	3
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/お目	/c/ja/オルガン	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/器官	/c/ja/瞳	/c/en/eye	/c/en/organ	3
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/オルガン	/c/ja/隻眼	/c/en/eye	/c/en/organ	4
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/オルガン	/c/ja/瞳	/c/en/eye	/c/en/organ	4
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/オルガン	/c/ja/眼	/c/en/eye	/c/en/organ	4
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/オルガン	/c/ja/目	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/アイ	/c/ja/オルガン	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/オルガン	/c/ja/眸子	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/アイ	/c/ja/機関	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/アイ	/c/ja/機関紙	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/アイ	/c/ja/機関誌	/c/en/eye	/c/en/organ	5
/a/[/r/RelatedTo/,/c/en/eye/,/c/en/organ/]	/r/RelatedTo	/c/ja/アイ	/c/ja/風琴	/c/en/eye	/c/en/organ	5
